0.008728,0.000000
-0.015494,-0.006796
0.009304,-0.002785
0.016785,0.006368
0.001795,0.000023
0.007791,-0.002892
-0.002890,-0.000867
0.003056,0.002341
0.002365,-0.002598
0.004851,0.003270
-0.001120,0.002126
0.000111,0.004567
-0.000896,0.004268
-0.005536,0.000445
-0.001464,0.003868
-0.004002,0.004432
0.005402,-0.007355
0.001768,0.000356
0.000118,-0.004264
0.002521,0.001057
0.002112,0.001675
0.000578,-0.001139
-0.001299,-0.003613
0.000815,0.000695
-0.002426,-0.003574
0.000600,0.000253
0.000731,0.002565
0.001409,0.000032
0.000285,0.001580
0.002380,0.000510
-0.000451,-0.002479
-0.002496,-0.002537
0.000366,0.000000
0.006378,0.000000
-0.018971,-0.011141
-0.001460,0.007739
0.011351,-0.001566
0.002514,0.002773
0.002325,-0.002529
0.009188,0.000277
-0.007230,0.002289
-0.003688,-0.000756
0.001116,0.002560
0.006851,-0.003162
-0.003836,-0.004372
0.004798,0.000995
-0.000464,0.000217
0.005628,0.009968
-0.003065,-0.001299
0.001923,-0.007202
-0.000165,-0.003458
-0.002855,0.004685
-0.002556,-0.002746
0.000352,-0.001929
-0.003424,0.000225
0.001883,-0.000032
-0.000713,0.000029
-0.001012,-0.001488
0.001723,0.002331
-0.000292,0.001025
0.000326,-0.004009
0.000392,-0.000517
0.001592,-0.003049
-0.001119,-0.000169
0.000508,0.004155
-0.001801,0.000000
0.019562,0.000000
0.010740,0.007322
-0.008688,-0.011906
-0.005333,-0.009890
-0.007167,-0.003579
0.000782,0.004789
0.002676,0.000536
-0.000042,-0.003973
-0.005763,-0.009276
0.001321,-0.002038
-0.010124,-0.000771
-0.001139,-0.000217
-0.001570,-0.002343
-0.001679,0.002794
0.004136,0.001750
0.003333,-0.000881
-0.000275,0.006409
-0.001364,0.004721
-0.003581,0.001166
0.001994,0.004795
-0.004100,0.002749
-0.002484,0.001201
0.001740,0.000825
0.001433,-0.001734
-0.000584,0.004701
-0.004755,0.000183
0.003010,0.001296
-0.002766,-0.002140
-0.000834,0.000048
0.002177,-0.000855
0.003019,0.001811
0.000222,0.001394
0.004425,0.000000
0.000519,0.000000
0.002140,0.015685
0.003277,-0.006770
0.003270,0.003286
0.000669,-0.004775
0.006693,0.003736
-0.003442,0.002268
0.005279,0.002232
-0.003783,0.003524
0.001428,-0.000319
